Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
double-sided-polypropylene-tape,,,,,,,,Size,12mm x 25m,Colour,Yellow,,,H-17512,0,shopify,100,deny,manual,6.76,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/252.jpg,2,Double Sided Polypropylene Tape,,,,
double-sided-polypropylene-tape,,,,,,,,Size,18mm x 25m,Colour,Yellow,,,H-17518,0,shopify,100,deny,manual,7.73,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/254.jpg,3,Double Sided Polypropylene Tape,,,,
double-sided-polypropylene-tape,,,,,,,,Size,24mm x 25m,Colour,Yellow,,,H-17524,0,shopify,100,deny,manual,9.67,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/256.jpg,4,Double Sided Polypropylene Tape,,,,
double-sided-polypropylene-tape,,,,,,,,Size,36mm x 25m,Colour,Yellow,,,H-17536,0,shopify,100,deny,manual,14.49,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/258.jpg,5,Double Sided Polypropylene Tape,,,,
double-sided-polypropylene-tape,,,,,,,,Size,48mm x 25m,Colour,Yellow,,,H-17548,0,shopify,100,deny,manual,20.36,,TRUE,TRUE,,,,,,,,
double-sided-polypropylene-tape,,,,,,,,Size,48mm x 4.5m,Colour,Yellow,,,H-17548CP,0,shopify,100,deny,manual,5.71,,TRUE,TRUE,,,,,,,,
double-sided-polypropylene-tape,,,,,,,,Size,72mm x 25m,Colour,Yellow,,,H-17572,0,shopify,100,deny,manual,28.99,,TRUE,TRUE,,,,,,,,
double-sided-premium-tissue-tape,Double-Sided Kikusui Tissue Tape,"<p>Double-sided Kikusui tissue tape is a strong adhesive solution with a high-strength, long-life acrylic adhesive. It promises excellent adhesion to almost all surfaces with a quick stick feature. A rayon tissue carrier provides strength and conformability. The strong adhesive offers reliable, lasting initial tack and long-term hold. Its tissue backing ensures easy handling and clean cutting. This type of tape is good to be used in printing, packaging, signage, and other professional or craft projects. Buy premium quality with excellent features at My Tape Store!</p><h3>Key Features</h3><ul><li>Adhesive: Acrylic</li><li>Carrier: Non-woven rayon paper tissue</li><li>Temperature Resistance: -10 to 120 degrees Celsius.</li><li>Resistance: Excellent Solvent, Temperature and UV resistance</li><li>Colour: White</li><li>Dimensions Available – 06mm – 72mm wide, 50 M length.</li><li>Strength: Thin And Hand-Tearable With Good Shear Strength</li></ul><h3>Applications:</h3><img src=""/img/products/8bc89faf8833.jpg"" alt=""""><p>Laminating and mounting of foam products. Good for holding fabrics in blinds and awnings. Useful for the permanent mounting of signs and displays. Holds leather and fabrics during assembly and sewing.</p>",Kikusui,,Tissue Tape,"Tissue Tape, Joinery Kitchen Furniture, Manufacturing, Nameplates, Picture Framing Tapes, Tapes for Visual, Arts & Entertainment",TRUE,Size,06mm x 50m,Colour,White,,,H-19006,0,shopify,100,deny,manual,5.20,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/19018-600x600.png.webp,1,Double-Sided Kikusui Tissue Tape,FALSE,Double-Sided Kikusui Tissue Tape,"Double-sided Kikusui tissue tape is a strong adhesive solution with a high-strength, long-life acrylic adhesive. It promises excellent adhesion to almost all surfaces with a quick stick feature. A rayon tissue carrier provides strength and conformability. The strong adhesive offers reliable, lasting initial tack and lo",active
double-sided-premium-tissue-tape,,,,,,,,Size,09mm x 50m,Colour,White,,,H-19009,0,shopify,100,deny,manual,7.79,,TRUE,TRUE,,,,,,,,
double-sided-premium-tissue-tape,,,,,,,,Size,12mm x 50m,Colour,White,,,H-19012,0,shopify,100,deny,manual,13.24,,TRUE,TRUE,,,,,,,,
double-sided-premium-tissue-tape,,,,,,,,Size,18mm x 50m,Colour,White,,,H-19018,0,shopify,100,deny,manual,17.67,,TRUE,TRUE,,,,,,,,
double-sided-premium-tissue-tape,,,,,,,,Size,24mm x 50m,Colour,White,,,H-19024,0,shopify,100,deny,manual,23.26,,TRUE,TRUE,,,,,,,,
double-sided-premium-tissue-tape,,,,,,,,Size,36mm x 50m,Colour,White,,,H-19036,0,shopify,100,deny,manual,33.07,,TRUE,TRUE,,,,,,,,
double-sided-premium-tissue-tape,,,,,,,,Size,48mm x 50m,Colour,White,,,H-19048,0,shopify,100,deny,manual,42.97,,TRUE,TRUE,,,,,,,,
double-sided-premium-tissue-tape,,,,,,,,Size,72mm x 50m,Colour,White,,,H-19072,0,shopify,100,deny,manual,59.14,,TRUE,TRUE,,,,,,,,
double-sided-acid-free-tissue-tape,Acid-Free Tape,"<p>Acid-free tape at My Tape Store is a versatile double-sided adhesive tape designed for long-lasting, clean, and secure bonding. Its excellent permanent adhesive provides strong initial tack and good shear strength. Acid-free double-sided tape’s quick stick property allows for easy application, saving time and effort. The tissue backing allows for easy handling and neat cutting. Hence, preferable for professional, creative, and everyday projects that demand durability and care.</p><p>Order any quantity at My Tape Store online!</p><h3>Salient Features</h3><ul><li>Excellent solvent and temperature resistance.</li><li>Performs reliably in any environment without losing adhesion quality.</li><li>Ensures items stay firmly in place.</li><li>Prevents yellowing or damage over time.</li></ul><img src=""/img/products/0142c61f9c4c.jpg"" alt=""Acid Free Tissue Tapes Applications""><h3>Common Uses of Acid-free Double-sided Tape</h3><p>Useful in general office and stationery tasks, handicrafts, and scrapbooking. Perfect for permanent mounting of plastic badges and nameplates. Suitable for mounting photo frames. Acid-free tape for framing is ideal for artwork or photo mounting, promises preservation.</p><h3>Specifications</h3><ul><li>Adhesive: Acrylic</li><li>Carrier: Non-woven paper tissue</li><li>Liner: White Silicone Coated Paper</li><li>Temperature resistance: 80 degrees Celsius.</li><li>Max. Width: 06mm – 12 mm</li><li>Highest Length: 50 M</li></ul>",Husky Tape,,Tissue Tape,"Tissue Tape, Manufacturing, Picture Framing Tapes, Tapes For School Library, Tapes for Visual, Arts & Entertainment",TRUE,Size,12mm x 50m,Colour,White,,,H-19212,0,shopify,100,deny,manual,6.76,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/double-sided-acid-free-tissue-tape.webp,1,Acid-Free Tape,FALSE,Acid-Free Tape,"Acid-free tape at My Tape Store is a versatile double-sided adhesive tape designed for long-lasting, clean, and secure bonding. Its excellent permanent adhesive provides strong initial tack and good shear strength. Acid-free double-sided tape’s quick stick property allows for easy application, saving time and effort. T",active
double-sided-acid-free-tissue-tape,,,,,,,,,,,,,,,,,,,,,,,,,https://mytapestore.com.au/wp-content/uploads/2023/08/292.jpg,2,Acid-Free Tape,,,,
double-sided-acid-free-tissue-tape,,,,,,,,,,,,,,,,,,,,,,,,,https://mytapestore.com.au/wp-content/uploads/2023/08/293-2.jpg,3,Acid-Free Tape,,,,
double-sided-acid-free-tissue-tape,,,,,,,,,,,,,,,,,,,,,,,,,https://mytapestore.com.au/wp-content/uploads/2023/08/294.jpg,4,Acid-Free Tape,,,,
double-sided-differential-adhesive-tape,Removable Double-Sided Tape/Differential Adhesive,"<p>Removable double-sided tape available with premium quality at My Tape Store is designed with a durable carrier that promises flexibility and stability. Its differential adhesive feature is perfect for temporary yet secure bonding across a variety of surfaces with its good, quick stick. Suitable for various usages with effortless application and excellent low-temperature performance. Sticks well on surfaces such as metal, plastic, fabric, and paper.</p><p>For any quantity order now at My Tape Store!</p><h3>Product Specifications</h3><ul><li>Adhesive – open side: Acrylic, solvent-based</li><li>Adhesive – closed side: Acrylic, solvent-based</li><li>Carrier: PET film</li><li>Liner: White glassine paper</li><li>Colour: Cream</li><li>Temperature resistance:- -10 to 70 °C</li></ul><h3>Applications</h3><ul><li>Perfect for holding posters, banners, and displays.</li><li>Suitable for sticking metals, paper, cardboard, and plastics.</li><li>Good to secure tablecloths and fittings at catering events or exhibitions.</li></ul><h3>Size Availability</h3><img src=""/img/products/8bc89faf8833.jpg"" alt=""""><ul><li>06 mm x 50 m</li><li>12 mm x 50 m</li><li>18 mm x 50 m</li><li>24 mm x 50 m</li><li>36 mm x 50 m</li><li>48 mm x 50 m</li></ul>",Kikusui,,Tissue Tape,"Tissue Tape, Nameplates, Picture Framing Tapes, Tapes for Visual, Arts & Entertainment",TRUE,Size,06mm x 50m,Colour,White,,,H-19506,0,shopify,100,deny,manual,8.45,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/double-sided-differential-adhesive-tape.webp,1,Removable Double-Sided Tape/Differential Adhesive,FALSE,Removable Double-Sided Tape/Differential Adhesive,"Removable double-sided tape available with premium quality at My Tape Store is designed with a durable carrier that promises flexibility and stability. Its differential adhesive feature is perfect for temporary yet secure bonding across a variety of surfaces with its good, quick stick. Suitable for various usages with ",active
double-sided-differential-adhesive-tape,,,,,,,,Size,12mm x 50m,Colour,White,,,H-19512,0,shopify,100,deny,manual,14.49,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/296.jpg,2,Removable Double-Sided Tape/Differential Adhesive,,,,
double-sided-differential-adhesive-tape,,,,,,,,Size,18mm x 50m,Colour,White,,,H-19518,0,shopify,100,deny,manual,20.36,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/298.jpg,3,Removable Double-Sided Tape/Differential Adhesive,,,,
double-sided-differential-adhesive-tape,,,,,,,,Size,24mm x 50m,Colour,White,,,H-19524,0,shopify,100,deny,manual,25.44,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/301.jpg,4,Removable Double-Sided Tape/Differential Adhesive,,,,
double-sided-differential-adhesive-tape,,,,,,,,Size,36mm x 50m,Colour,White,,,H-19536,0,shopify,100,deny,manual,36.25,,TRUE,TRUE,,,,,,,,
double-sided-differential-adhesive-tape,,,,,,,,Size,48mm x 50m,Colour,White,,,H-19548,0,shopify,100,deny,manual,47.06,,TRUE,TRUE,,,,,,,,
adhesive-transfer-tape,Double Sided Adhesive Transfer Tape,"<h3>Order Adhesive Transfer Tape in Australia Today for Superior Bonding Solutions</h3><p>Introducing our premium Adhesive Transfer Tape, engineered for excellence in bonding applications. Crafted with a high-strength adhesive formulation, this tape delivers unparalleled reliability and durability. Whether for industrial projects or creative endeavors, its versatile design ensures seamless application on a variety of surfaces. Experience effortless use and superior performance with our Adhesive Transfer Tape</p><h3>Key Features</h3><ul><li>High-strength adhesive: Our Adhesive Transfer Tape is formulated with a powerful adhesive that ensures strong and reliable bonding, providing peace of mind for your projects.</li><li>Versatile application: This tape can be used on a wide range of surfaces, including paper, plastic, metal, and more, making it ideal for various applications in both industrial and creative settings.</li><li>Durable and long-lasting: Designed for durability, our Adhesive Transfer Tape offers long-lasting performance, ensuring that your bonded items remain securely attached over time.</li><li>Easy to apply: With its user-friendly design, this tape is easy to apply, allowing for hassle-free use and seamless integration into your workflow.</li><li>Suitable for various projects: Whether you’re working on industrial projects requiring heavy-duty bonding or engaging in creative endeavors that demand precision and reliability, our Adhesive Transfer Tape is up to the task.</li><li>Available in different sizes: We offer our Adhesive Transfer Tape in various sizes to accommodate your specific needs, ensuring that you have the right amount for your project</li></ul><p>Shop now at My Tape Store for premium Adhesive Transfer Tape and experience superior bonding solutions for your projects. Explore our selection today!</p><h3>Applications</h3><ul><li>Packaging: Securely seal boxes and packages with confidence.</li><li>Mounting: Attach signs, posters, and displays to various surfaces effortlessly.</li><li>Assembly: Streamline assembly processes in manufacturing and crafting.</li><li>Automotive: Bond trim, emblems, and interior components with precision and durability.</li><li>Electronics: Secure components and wiring in electronic devices with ease.</li><li>General Repairs: Tackle everyday repairs with a strong and versatile adhesive solution.</li></ul><h3>Contact Us to Buy Adhesive Transfer Tape Online Today!</h3><ul><li>Experience convenience, quality, and reliability when you shop at our online store for Adhesive Transfer Tape.</li><li>Unlock seamless bonding solutions with just a click. Shop now and elevate your projects with our premium Adhesive Transfer Tape in Sydney, Brisbane, Melbourne, Adelaide, Perth, Canberra, Newcastle, Sunshine Coast, Wollongong, Geelong, Hobart, Cairns, Darwin, Ballarat and Bendigo.</li></ul>",Kikusui,,,"Nameplates, Tapes for Visual, Arts & Entertainment",TRUE,Size,24mm x 50m,Colour,White,,,H-19924,0,shopify,100,deny,manual,23.54,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/adhesive-transfer-tape.webp,1,Double Sided Adhesive Transfer Tape,FALSE,Double Sided Adhesive Transfer Tape,"Introducing our premium Adhesive Transfer Tape, engineered for excellence in bonding applications. Crafted with a high-strength adhesive formulation, this tape delivers unparalleled reliability and durability. Whether for industrial projects or creative endeavors, its versatile design ensures seamless application on a ",active
adhesive-transfer-tape,,,,,,,,Size,48mm x 50m,Colour,White,,,H-19948,0,shopify,100,deny,manual,43.53,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/303-2.jpg,2,Double Sided Adhesive Transfer Tape,,,,
adhesive-transfer-tape,,,,,,,,Size,300mm x 50m,Colour,White,,,H-199300,0,shopify,100,deny,manual,242.68,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/304.jpg,3,Double Sided Adhesive Transfer Tape,,,,
adhesive-transfer-tape,,,,,,,,,,,,,,,,,,,,,,,,,https://mytapestore.com.au/wp-content/uploads/2023/08/305.jpg,4,Double Sided Adhesive Transfer Tape,,,,
polyimide-film-kapton-tape,Polyimide Film Tape | Kapton Tape,"<p>Designed to withstand the highest temperatures, it does not disintegrate, melt, or burn in any setting, giving its pure performance. Hence, it is suitable for various industrial applications available in various sizes and designed using premium materials.</p><h3>Key Features</h3><ul><li>Withstands temperatures up to 260°C (500°F),</li><li>No residue behind with high-quality silicone adhesive</li></ul><h3>Application Area</h3><img src=""/img/products/d68519ad8f17.jpg"" alt=""Polyimide film tape applications""><p>Ideal for PCB solder masking, coil and transformer insulation, 3D printing bed adhesion, automotive sensor protection, and aerospace wiring insulation. Get polyimide film Kapton tape in any quantity and size needed.</p>",Husky Tape,,Thermal Insulation Tape,"Thermal Insulation Tape, Aerospace Defense, Electronics & Electrical, Printing, Solar Energy, Telecommunication",TRUE,Size,09mm x 33m,Colour,Brown,,,H-2209,0,shopify,100,deny,manual,11.34,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/310.jpg,1,Polyimide Film Tape | Kapton Tape,FALSE,Polyimide Film Tape | Kapton Tape,"Designed to withstand the highest temperatures, it does not disintegrate, melt, or burn in any setting, giving its pure performance. Hence, it is suitable for various industrial applications available in various sizes and designed using premium materials.",active
polyimide-film-kapton-tape,,,,,,,,Size,12mm x 33m,Colour,Brown,,,H-2212,0,shopify,100,deny,manual,15.10,,TRUE,TRUE,,,,,,,,
polyimide-film-kapton-tape,,,,,,,,Size,18mm x 33m,Colour,Brown,,,H-2218,0,shopify,100,deny,manual,20.14,,TRUE,TRUE,,,,,,,,
polyimide-film-kapton-tape,,,,,,,,Size,24mm x 33m,Colour,Brown,,,H-2224,0,shopify,100,deny,manual,25.16,,TRUE,TRUE,,,,,,,,
biodegradable-packaging-tape,Natural Rubber Packaging Tape 48mm x 50m,"<p>Natural Rubber Packaging Tape is a sustainable and eco-friendly solution for different packaging needs. Made from high-quality kraft paper, it is easy to use and coated with natural rubber adhesive; it promises strong adhesion. Sticks perfectly to various surfaces while being environmentally responsible. Easy to handle and sticks without leaving residue. Ensures a strong and long-lasting bond. Supports eco-friendly packaging practices and breaks down naturally over time. Suitable for multiple personal and professional projects.</p><h3>Key Features:</h3><p>Excellent adhesion on various surfaces like cardboard, paper, and cartons. Ideal for businesses and individual use. It is a better option than plastic, with no harmful impact on the earth.</p><h3>Application:</h3><p>Useful in sealing cartons, shipping packages, retail packaging, and safe gift wrapping. Perfect for warehouses and online businesses. Promises sustainable packaging solutions.</p><h3>Specifications:</h3><ul><li>Available in standard size: 48mm x 50m.</li><li>Easy to use with hands or tape dispensers.</li><li>Tear-resistant and durable for secure packaging.</li></ul><img src=""/img/products/2d266bfcd316.jpg"" alt="""">",Husky Tape,,Eco Friendly Tapes,"Eco Friendly Tapes, Packaging Tapes, Picture Framing Tapes, Warehouse Packaging Logistics",TRUE,Size,48mm x 50m,Colour,Brown,,,H-63048B,0,shopify,100,deny,manual,4.90,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/509.jpg,1,Natural Rubber Packaging Tape 48mm x 50m,FALSE,Natural Rubber Packaging Tape 48mm x 50m,"Natural Rubber Packaging Tape is a sustainable and eco-friendly solution for different packaging needs. Made from high-quality kraft paper, it is easy to use and coated with natural rubber adhesive; it promises strong adhesion. Sticks perfectly to various surfaces while being environmentally responsible. Easy to handle",active
silicone-splicing-tape,Silicone Splicing Adhesive Tape,"<p>Silicone adhesive tape is a dependable sealing and splicing solution. It is designed with top-grade silicone rubber and a strong adhesive backing. We promise to deliver high-performance and a trusted adhesion whenever it is needed. Highly resistant to environmental factors, it is useful to withstand extremely high temperatures, chemicals, and water. Perfect for electrical applications, and even home DIY projects! Buy our silicone adhesive tape now, ready to meet industrial and residential needs. Exclusive stock is available at My Tape Store.</p><h3>Usage Ideas</h3><ul><li>Electrical insulation and protection</li><li>Splicing silicone-coated fabrics</li><li>Sealing high-temperature ducts and hoses</li><li>Temporary repairs for automotive and marine applications</li><li>Masking during powder coating and plating</li></ul><h3>Why Buy Silicone Adhesive Tape?</h3><ul><li>Heat resistant up to 260°C</li><li>Excellent adhesion on silicone surfaces</li><li>Highly flexible and easy to apply</li><li>Superior durability and waterproof properties</li><li>Leaves no sticky residue upon removal</li></ul><h3>Specifications</h3><ul><li>Silicone rubber with silicone adhesive</li><li>Width Available as 18mm, 24mm, 36mm, 48mm.</li><li>Vibrant Green Colour</li></ul><h3>Order online today for the unmatched quality of our Silicone Splicing Adhesive Tape.</h3><img src=""/img/products/7bd0e5af0f61.jpg"" alt="""">",Husky Tape,,Specialty Tape,"Specialty Tape, Aerospace Defense, Airconditioning Refrigeration Tapes, Electronics & Electrical, Glass & Glazing, HVAC & Plumbing, Marine, Pool & Spa, Printing, Solar Energy, Telecommunication, Transport Automotive RV, Windows Doors & Decking",TRUE,Size,18mm x 66m,Colour,Green,,,H-250018,0,shopify,100,deny,manual,33.44,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/481.jpg,1,Silicone Splicing Adhesive Tape,FALSE,Silicone Splicing Adhesive Tape,"Silicone adhesive tape is a dependable sealing and splicing solution. It is designed with top-grade silicone rubber and a strong adhesive backing. We promise to deliver high-performance and a trusted adhesion whenever it is needed. Highly resistant to environmental factors, it is useful to withstand extremely high temp",active
silicone-splicing-tape,,,,,,,,Size,24mm x 66m,Colour,Green,,,H-250024,0,shopify,100,deny,manual,40.88,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/315.jpg,2,Silicone Splicing Adhesive Tape,,,,
silicone-splicing-tape,,,,,,,,Size,36mm x 66m,Colour,Green,,,H-250036,0,shopify,100,deny,manual,59.40,,TRUE,TRUE,,,,,,,,
silicone-splicing-tape,,,,,,,,Size,48mm x 66m,Colour,Green,,,H-250048,0,shopify,100,deny,manual,77.03,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,Polyethylene (PE) Foam Tape,"<h3>PE Foam Tape Single Sided Closed Cell</h3><p>Polyethylene (PE) foam tapes are versatile single-sided adhesive solutions that promise performance in various industries. Useful in indoor and outdoor applications as constructed with high-quality closed-cell PE foam. This tape promises excellent conformability. A reliable product for industrial and household use with excellent resistance to moisture, dust, UV rays and chemicals. It easily sticks to plastics, metal, glass, or any other surface with long-lasting adhesion. Handy to use for cushioning and sealing. Order premium quality PE foam tape today.</p><h3>Features</h3><ul><li>Made from closed-cell polyethylene (PE) foam</li><li>Single-sided acrylic adhesive</li><li>Lightweight and flexible</li><li>Water-resistant and moisture-proof</li><li>Good thermal insulation properties</li><li>Offers shock absorption and vibration damping</li><li>Resistant to UV rays and most chemicals</li><li>Suitable for indoor and outdoor applications</li><li>Easy to cut, handle, and apply</li></ul><h3>Common Applications:</h3><ul><li>Used in Construction, HVAC, Automotive, Packaging, Glazing and More.</li><li>Gap filling, vibration dampening and cushioning.</li><li>Sealing air conditioning ducts</li><li>Perfect in the packaging industry with sealing, spacing, and insulation.</li><li>Useful in the automotive and electronics industry with HVAC systems</li><li>Insulation for pipes and panels</li></ul><h3>Specifications</h3><ul><li>Thickness – 3mm, 5mm, 10mm</li><li>Width – 6mm to 48mm</li><li>Length – 6m, 12m, 15m, 20m.</li></ul><img src=""/img/products/88b5e7633cd0.jpg"" alt=""Polyethylene (PE) Foam Tape Application"">",Husky Tape,,Bumpers Tapes,"Bumpers Tapes, Foam Tape - Single Sided, Airconditioning Refrigeration Tapes, Building & Construction, Electronics & Electrical, Glass & Glazing, HVAC & Plumbing, Joinery Kitchen Furniture, Marine, Roofing & Gutters, Transport Automotive RV, Windows Doors & Decking",TRUE,Size,10mm thick x 48mm x 6m,Colour,Grey,,,H-31048,0,shopify,100,deny,manual,37.05,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/323.jpg,1,Polyethylene (PE) Foam Tape,FALSE,Polyethylene (PE) Foam Tape,Polyethylene (PE) foam tapes are versatile single-sided adhesive solutions that promise performance in various industries. Useful in indoor and outdoor applications as constructed with high-quality closed-cell PE foam. This tape promises excellent conformability. A reliable product for industrial and household use with,active
polyethylene-foam-tape,,,,,,,,Size,10mm thick x 36mm x 6m,Colour,Grey,,,H-31036,0,shopify,100,deny,manual,29.22,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/329.jpg,2,Polyethylene (PE) Foam Tape,,,,
polyethylene-foam-tape,,,,,,,,Size,10mm thick x 24mm x 6m,Colour,Grey,,,H-31024,0,shopify,100,deny,manual,18.52,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,10mm thick x 18mm x 6m,Colour,Grey,,,H-31018,0,shopify,100,deny,manual,14.82,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,10mm thick x 12mm x 6m,Colour,Grey,,,H-31012,0,shopify,100,deny,manual,11.09,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,5mm thick x 36mm x 15m,Colour,Grey,,,H-30536SW,0,shopify,100,deny,manual,33.40,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,5mm thick x 24mm x 15m,Colour,Grey,,,H-30524SW,0,shopify,100,deny,manual,23.44,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,5mm thick x 18mm x 15m,Colour,Grey,,,H-30518SW,0,shopify,100,deny,manual,17.74,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,5mm thick x 12mm x 15m,Colour,Grey,,,H-30512SW,0,shopify,100,deny,manual,13.35,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,5mm thick x 6mm x 15m,Colour,Grey,,,H-30506SW,0,shopify,100,deny,manual,7.75,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,5mm thick x 48mm x 12m,Colour,Grey,,,H-30548,0,shopify,100,deny,manual,35.53,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,5mm thick x 36mm x 12m,Colour,Grey,,,H-30536,0,shopify,100,deny,manual,26.68,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,5mm thick x 24mm x 12m,Colour,Grey,,,H-30524,0,shopify,100,deny,manual,17.74,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,5mm thick x 18mm x 12m,Colour,Grey,,,H-30518,0,shopify,100,deny,manual,14.21,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,5mm thick x 12mm x 12m,Colour,Grey,,,H-30512,0,shopify,100,deny,manual,10.64,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,3mm thick x 48mm x 20m,Colour,Grey,,,H-30348,0,shopify,100,deny,manual,46.45,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,3mm thick x 36mm x 20m,Colour,Grey,,,H-30336,0,shopify,100,deny,manual,35.79,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,3mm thick x 24mm x 20m,Colour,Grey,,,H-30324,0,shopify,100,deny,manual,25.10,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,3mm thick x 18mm x 20m,Colour,Grey,,,H-30318,0,shopify,100,deny,manual,20.08,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,3mm thick x 12mm x 20m,Colour,Grey,,,H-30312,0,shopify,100,deny,manual,14.30,,TRUE,TRUE,,,,,,,,
polyethylene-foam-tape,,,,,,,,Size,3mm thick x 6mm x 20m,Colour,Grey,,,H-30306,0,shopify,100,deny,manual,8.34,,TRUE,TRUE,,,,,,,,
economy-packaging-tape-brown,Economy Packaging Tape Brown / White 48mm x 72m,"<p>An affordable and smart packaging solution is our cheap packaging tape, which is available in brown and white. For all general packaging and sealing needs, brown packing tape promises excellent results. Made with excellent quality propylene backing. When combined with strong acrylic adhesive, this brown box tape unwinds smoothly and sticks well to a variety of surfaces. Promises unbeatable performance under an economical budget. Order for a specific featured packaging tape in brown or white.</p><p>Features: Strong and acrylic adhesive. Smooth application with durability. Suitable to use in light to medium-duty packaging. Available in white and brown colours.</p><p>Use: Ideal for everyday packaging in warehouses, offices, and homes. Good for carton sealing, packaging, and bundling. Perfect for office and warehouse use.</p><h3>Specifications:</h3><p>Sizes available are 48mm wide x 72m long. Ask for colour options in packing tape from brown and White. Strong</p><p>polypropylene backing and acrylic adhesive. Accessible in roll or bulk orders.</p><p>Colour: Brown/White</p><img src=""/img/products/6184114d7c0e.jpg"" alt=""Economy Packaging Tape Applications"">",Husky Tape,,Packaging Tapes,"Packaging Tapes, Warehouse Packaging Logistics",TRUE,Size,48mm x 72m,Colour,Brown,,,Economy-Packaging-Tape,0,shopify,100,deny,manual,2.26,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/19.jpg,1,Economy Packaging Tape Brown / White 48mm x 72m,FALSE,Economy Packaging Tape Brown / White 48mm x 72m,"An affordable and smart packaging solution is our cheap packaging tape, which is available in brown and white. For all general packaging and sealing needs, brown packing tape promises excellent results. Made with excellent quality propylene backing. When combined with strong acrylic adhesive, this brown box tape unwind",active
economy-packaging-tape-brown,,,,,,,,Size,48mm x 72m,Colour,Clear,,,73264fab5a05,0,shopify,100,deny,manual,2.26,,TRUE,TRUE,,https://mytapestore.com.au/wp-content/uploads/2023/08/342.jpg,2,Economy Packaging Tape Brown / White 48mm x 72m,,,,
